ISRC,UPC,Track title,Artist,Release title,Label,Platform,Country,Quantity,Net revenue in EUR,Reporting month
TEST00006334,0000001006334,Track 6334,Artist 34,Release 34,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006335,0000001006335,Track 6335,Artist 35,Release 35,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006336,0000001006336,Track 6336,Artist 36,Release 36,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006337,0000001006337,Track 6337,Artist 37,Release 37,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006338,0000001006338,Track 6338,Artist 38,Release 38,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006339,0000001006339,Track 6339,Artist 39,Release 39,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006340,0000001006340,Track 6340,Artist 40,Release 40,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006341,0000001006341,Track 6341,Artist 41,Release 41,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006342,0000001006342,Track 6342,Artist 42,Release 42,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006343,0000001006343,Track 6343,Artist 43,Release 43,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006344,0000001006344,Track 6344,Artist 44,Release 44,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006345,0000001006345,Track 6345,Artist 45,Release 45,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006346,0000001006346,Track 6346,Artist 46,Release 46,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006347,0000001006347,Track 6347,Artist 47,Release 47,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006348,0000001006348,Track 6348,Artist 48,Release 48,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006349,0000001006349,Track 6349,Artist 49,Release 49,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006350,0000001006350,Track 6350,Artist 0,Release 50,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006351,0000001006351,Track 6351,Artist 1,Release 51,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006352,0000001006352,Track 6352,Artist 2,Release 52,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006353,0000001006353,Track 6353,Artist 3,Release 53,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006354,0000001006354,Track 6354,Artist 4,Release 54,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006355,0000001006355,Track 6355,Artist 5,Release 55,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006356,0000001006356,Track 6356,Artist 6,Release 56,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006357,0000001006357,Track 6357,Artist 7,Release 57,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006358,0000001006358,Track 6358,Artist 8,Release 58,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006359,0000001006359,Track 6359,Artist 9,Release 59,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006360,0000001006360,Track 6360,Artist 10,Release 60,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006361,0000001006361,Track 6361,Artist 11,Release 61,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006362,0000001006362,Track 6362,Artist 12,Release 62,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006363,0000001006363,Track 6363,Artist 13,Release 63,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006364,0000001006364,Track 6364,Artist 14,Release 64,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006365,0000001006365,Track 6365,Artist 15,Release 65,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006366,0000001006366,Track 6366,Artist 16,Release 66,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006367,0000001006367,Track 6367,Artist 17,Release 67,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006368,0000001006368,Track 6368,Artist 18,Release 68,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006369,0000001006369,Track 6369,Artist 19,Release 69,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006370,0000001006370,Track 6370,Artist 20,Release 70,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006371,0000001006371,Track 6371,Artist 21,Release 71,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006372,0000001006372,Track 6372,Artist 22,Release 72,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006373,0000001006373,Track 6373,Artist 23,Release 73,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006374,0000001006374,Track 6374,Artist 24,Release 74,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006375,0000001006375,Track 6375,Artist 25,Release 75,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006376,0000001006376,Track 6376,Artist 26,Release 76,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006377,0000001006377,Track 6377,Artist 27,Release 77,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006378,0000001006378,Track 6378,Artist 28,Release 78,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006379,0000001006379,Track 6379,Artist 29,Release 79,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006380,0000001006380,Track 6380,Artist 30,Release 80,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006381,0000001006381,Track 6381,Artist 31,Release 81,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006382,0000001006382,Track 6382,Artist 32,Release 82,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006383,0000001006383,Track 6383,Artist 33,Release 83,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006384,0000001006384,Track 6384,Artist 34,Release 84,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006385,0000001006385,Track 6385,Artist 35,Release 85,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006386,0000001006386,Track 6386,Artist 36,Release 86,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006387,0000001006387,Track 6387,Artist 37,Release 87,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006388,0000001006388,Track 6388,Artist 38,Release 88,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006389,0000001006389,Track 6389,Artist 39,Release 89,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006390,0000001006390,Track 6390,Artist 40,Release 90,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006391,0000001006391,Track 6391,Artist 41,Release 91,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006392,0000001006392,Track 6392,Artist 42,Release 92,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006393,0000001006393,Track 6393,Artist 43,Release 93,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006394,0000001006394,Track 6394,Artist 44,Release 94,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006395,0000001006395,Track 6395,Artist 45,Release 95,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006396,0000001006396,Track 6396,Artist 46,Release 96,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006397,0000001006397,Track 6397,Artist 47,Release 97,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006398,0000001006398,Track 6398,Artist 48,Release 98,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006399,0000001006399,Track 6399,Artist 49,Release 99,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006400,0000001006400,Track 6400,Artist 0,Release 0,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006401,0000001006401,Track 6401,Artist 1,Release 1,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006402,0000001006402,Track 6402,Artist 2,Release 2,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006403,0000001006403,Track 6403,Artist 3,Release 3,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006404,0000001006404,Track 6404,Artist 4,Release 4,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006405,0000001006405,Track 6405,Artist 5,Release 5,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006406,0000001006406,Track 6406,Artist 6,Release 6,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006407,0000001006407,Track 6407,Artist 7,Release 7,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006408,0000001006408,Track 6408,Artist 8,Release 8,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006409,0000001006409,Track 6409,Artist 9,Release 9,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006410,0000001006410,Track 6410,Artist 10,Release 10,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006411,0000001006411,Track 6411,Artist 11,Release 11,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006412,0000001006412,Track 6412,Artist 12,Release 12,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006413,0000001006413,Track 6413,Artist 13,Release 13,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006414,0000001006414,Track 6414,Artist 14,Release 14,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006415,0000001006415,Track 6415,Artist 15,Release 15,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006416,0000001006416,Track 6416,Artist 16,Release 16,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006417,0000001006417,Track 6417,Artist 17,Release 17,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006418,0000001006418,Track 6418,Artist 18,Release 18,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006419,0000001006419,Track 6419,Artist 19,Release 19,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006420,0000001006420,Track 6420,Artist 20,Release 20,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006421,0000001006421,Track 6421,Artist 21,Release 21,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006422,0000001006422,Track 6422,Artist 22,Release 22,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006423,0000001006423,Track 6423,Artist 23,Release 23,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006424,0000001006424,Track 6424,Artist 24,Release 24,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006425,0000001006425,Track 6425,Artist 25,Release 25,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006426,0000001006426,Track 6426,Artist 26,Release 26,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006427,0000001006427,Track 6427,Artist 27,Release 27,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006428,0000001006428,Track 6428,Artist 28,Release 28,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006429,0000001006429,Track 6429,Artist 29,Release 29,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006430,0000001006430,Track 6430,Artist 30,Release 30,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006431,0000001006431,Track 6431,Artist 31,Release 31,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006432,0000001006432,Track 6432,Artist 32,Release 32,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006433,0000001006433,Track 6433,Artist 33,Release 33,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006434,0000001006434,Track 6434,Artist 34,Release 34,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006435,0000001006435,Track 6435,Artist 35,Release 35,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006436,0000001006436,Track 6436,Artist 36,Release 36,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006437,0000001006437,Track 6437,Artist 37,Release 37,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006438,0000001006438,Track 6438,Artist 38,Release 38,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006439,0000001006439,Track 6439,Artist 39,Release 39,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006440,0000001006440,Track 6440,Artist 40,Release 40,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006441,0000001006441,Track 6441,Artist 41,Release 41,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006442,0000001006442,Track 6442,Artist 42,Release 42,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006443,0000001006443,Track 6443,Artist 43,Release 43,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006444,0000001006444,Track 6444,Artist 44,Release 44,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006445,0000001006445,Track 6445,Artist 45,Release 45,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006446,0000001006446,Track 6446,Artist 46,Release 46,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006447,0000001006447,Track 6447,Artist 47,Release 47,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006448,0000001006448,Track 6448,Artist 48,Release 48,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006449,0000001006449,Track 6449,Artist 49,Release 49,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006450,0000001006450,Track 6450,Artist 0,Release 50,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006451,0000001006451,Track 6451,Artist 1,Release 51,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006452,0000001006452,Track 6452,Artist 2,Release 52,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006453,0000001006453,Track 6453,Artist 3,Release 53,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006454,0000001006454,Track 6454,Artist 4,Release 54,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006455,0000001006455,Track 6455,Artist 5,Release 55,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006456,0000001006456,Track 6456,Artist 6,Release 56,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006457,0000001006457,Track 6457,Artist 7,Release 57,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006458,0000001006458,Track 6458,Artist 8,Release 58,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006459,0000001006459,Track 6459,Artist 9,Release 59,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006460,0000001006460,Track 6460,Artist 10,Release 60,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006461,0000001006461,Track 6461,Artist 11,Release 61,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006462,0000001006462,Track 6462,Artist 12,Release 62,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006463,0000001006463,Track 6463,Artist 13,Release 63,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006464,0000001006464,Track 6464,Artist 14,Release 64,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006465,0000001006465,Track 6465,Artist 15,Release 65,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006466,0000001006466,Track 6466,Artist 16,Release 66,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006467,0000001006467,Track 6467,Artist 17,Release 67,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006468,0000001006468,Track 6468,Artist 18,Release 68,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006469,0000001006469,Track 6469,Artist 19,Release 69,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006470,0000001006470,Track 6470,Artist 20,Release 70,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006471,0000001006471,Track 6471,Artist 21,Release 71,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006472,0000001006472,Track 6472,Artist 22,Release 72,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006473,0000001006473,Track 6473,Artist 23,Release 73,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006474,0000001006474,Track 6474,Artist 24,Release 74,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006475,0000001006475,Track 6475,Artist 25,Release 75,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006476,0000001006476,Track 6476,Artist 26,Release 76,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006477,0000001006477,Track 6477,Artist 27,Release 77,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006478,0000001006478,Track 6478,Artist 28,Release 78,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006479,0000001006479,Track 6479,Artist 29,Release 79,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006480,0000001006480,Track 6480,Artist 30,Release 80,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006481,0000001006481,Track 6481,Artist 31,Release 81,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006482,0000001006482,Track 6482,Artist 32,Release 82,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006483,0000001006483,Track 6483,Artist 33,Release 83,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006484,0000001006484,Track 6484,Artist 34,Release 84,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006485,0000001006485,Track 6485,Artist 35,Release 85,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006486,0000001006486,Track 6486,Artist 36,Release 86,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006487,0000001006487,Track 6487,Artist 37,Release 87,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006488,0000001006488,Track 6488,Artist 38,Release 88,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006489,0000001006489,Track 6489,Artist 39,Release 89,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006490,0000001006490,Track 6490,Artist 40,Release 90,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006491,0000001006491,Track 6491,Artist 41,Release 91,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006492,0000001006492,Track 6492,Artist 42,Release 92,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006493,0000001006493,Track 6493,Artist 43,Release 93,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006494,0000001006494,Track 6494,Artist 44,Release 94,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006495,0000001006495,Track 6495,Artist 45,Release 95,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006496,0000001006496,Track 6496,Artist 46,Release 96,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006497,0000001006497,Track 6497,Artist 47,Release 97,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006498,0000001006498,Track 6498,Artist 48,Release 98,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006499,0000001006499,Track 6499,Artist 49,Release 99,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006500,0000001006500,Track 6500,Artist 0,Release 0,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006501,0000001006501,Track 6501,Artist 1,Release 1,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006502,0000001006502,Track 6502,Artist 2,Release 2,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006503,0000001006503,Track 6503,Artist 3,Release 3,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006504,0000001006504,Track 6504,Artist 4,Release 4,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006505,0000001006505,Track 6505,Artist 5,Release 5,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006506,0000001006506,Track 6506,Artist 6,Release 6,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006507,0000001006507,Track 6507,Artist 7,Release 7,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006508,0000001006508,Track 6508,Artist 8,Release 8,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006509,0000001006509,Track 6509,Artist 9,Release 9,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006510,0000001006510,Track 6510,Artist 10,Release 10,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006511,0000001006511,Track 6511,Artist 11,Release 11,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006512,0000001006512,Track 6512,Artist 12,Release 12,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006513,0000001006513,Track 6513,Artist 13,Release 13,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006514,0000001006514,Track 6514,Artist 14,Release 14,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006515,0000001006515,Track 6515,Artist 15,Release 15,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006516,0000001006516,Track 6516,Artist 16,Release 16,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006517,0000001006517,Track 6517,Artist 17,Release 17,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006518,0000001006518,Track 6518,Artist 18,Release 18,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006519,0000001006519,Track 6519,Artist 19,Release 19,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006520,0000001006520,Track 6520,Artist 20,Release 20,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006521,0000001006521,Track 6521,Artist 21,Release 21,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006522,0000001006522,Track 6522,Artist 22,Release 22,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006523,0000001006523,Track 6523,Artist 23,Release 23,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006524,0000001006524,Track 6524,Artist 24,Release 24,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006525,0000001006525,Track 6525,Artist 25,Release 25,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006526,0000001006526,Track 6526,Artist 26,Release 26,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006527,0000001006527,Track 6527,Artist 27,Release 27,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006528,0000001006528,Track 6528,Artist 28,Release 28,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006529,0000001006529,Track 6529,Artist 29,Release 29,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006530,0000001006530,Track 6530,Artist 30,Release 30,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006531,0000001006531,Track 6531,Artist 31,Release 31,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006532,0000001006532,Track 6532,Artist 32,Release 32,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006533,0000001006533,Track 6533,Artist 33,Release 33,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006534,0000001006534,Track 6534,Artist 34,Release 34,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006535,0000001006535,Track 6535,Artist 35,Release 35,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006536,0000001006536,Track 6536,Artist 36,Release 36,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006537,0000001006537,Track 6537,Artist 37,Release 37,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006538,0000001006538,Track 6538,Artist 38,Release 38,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006539,0000001006539,Track 6539,Artist 39,Release 39,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006540,0000001006540,Track 6540,Artist 40,Release 40,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006541,0000001006541,Track 6541,Artist 41,Release 41,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006542,0000001006542,Track 6542,Artist 42,Release 42,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006543,0000001006543,Track 6543,Artist 43,Release 43,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006544,0000001006544,Track 6544,Artist 44,Release 44,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006545,0000001006545,Track 6545,Artist 45,Release 45,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006546,0000001006546,Track 6546,Artist 46,Release 46,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006547,0000001006547,Track 6547,Artist 47,Release 47,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006548,0000001006548,Track 6548,Artist 48,Release 48,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006549,0000001006549,Track 6549,Artist 49,Release 49,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006550,0000001006550,Track 6550,Artist 0,Release 50,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006551,0000001006551,Track 6551,Artist 1,Release 51,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006552,0000001006552,Track 6552,Artist 2,Release 52,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006553,0000001006553,Track 6553,Artist 3,Release 53,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006554,0000001006554,Track 6554,Artist 4,Release 54,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006555,0000001006555,Track 6555,Artist 5,Release 55,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006556,0000001006556,Track 6556,Artist 6,Release 56,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006557,0000001006557,Track 6557,Artist 7,Release 57,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006558,0000001006558,Track 6558,Artist 8,Release 58,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
TEST00006559,0000001006559,Track 6559,Artist 9,Release 59,TEST_LABEL_1,Spotify,ID,1000,0.50,2026-01
TEST00006560,0000001006560,Track 6560,Artist 10,Release 60,TEST_LABEL_2,Spotify,ID,1000,0.50,2026-01
TEST00006561,0000001006561,Track 6561,Artist 11,Release 61,TEST_LABEL_0,Spotify,ID,1000,0.50,2026-01
