Bulan Laporan;ISRC;UPC;Nama Label;Nama Artis;Judul Rilis;Judul Track;Platform;Negara;Kuantias;Pendapatan Bersih
2024-04;IDBIG00045687;3690000000087;BigCsv Label 38;Artist 87;Album X;Track 45687;Spotify;ID;2525;3.6569
2024-05;IDBIG00045688;3690000000088;BigCsv Label 39;Artist 88;Album X;Track 45688;Spotify;ID;4483;4.0333
2024-06;IDBIG00045689;3690000000089;BigCsv Label 40;Artist 89;Album X;Track 45689;Spotify;ID;3188;3.7142
2024-07;IDBIG00045690;3690000000090;BigCsv Label 41;Artist 90;Album X;Track 45690;Spotify;ID;722;2.6451
2024-08;IDBIG00045691;3690000000091;BigCsv Label 42;Artist 91;Album X;Track 45691;Spotify;ID;345;3.8177
2024-09;IDBIG00045692;3690000000092;BigCsv Label 43;Artist 92;Album X;Track 45692;Spotify;ID;2419;1.8603
2024-10;IDBIG00045693;3690000000093;BigCsv Label 44;Artist 93;Album X;Track 45693;Spotify;ID;916;0.5876
2024-11;IDBIG00045694;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 45694;Spotify;ID;1912;3.1148
2024-12;IDBIG00045695;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 45695;Spotify;ID;482;3.4712
2024-01;IDBIG00045696;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 45696;Spotify;ID;3852;1.7855
2024-02;IDBIG00045697;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 45697;Spotify;ID;4719;3.4918
2024-03;IDBIG00045698;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 45698;Spotify;ID;1645;1.1716
2024-04;IDBIG00045699;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 45699;Spotify;ID;3980;1.5459
2024-05;IDBIG00045700;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 45700;Spotify;ID;3219;0.4843
2024-06;IDBIG00045701;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 45701;Spotify;ID;3556;1.4107
2024-07;IDBIG00045702;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 45702;Spotify;ID;1425;2.3267
2024-08;IDBIG00045703;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 45703;Spotify;ID;3726;1.9570
2024-09;IDBIG00045704;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 45704;Spotify;ID;2774;2.0049
2024-10;IDBIG00045705;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 45705;Spotify;ID;4082;4.6812
2024-11;IDBIG00045706;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 45706;Spotify;ID;4959;3.1913
2024-12;IDBIG00045707;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 45707;Spotify;ID;3476;3.1416
2024-01;IDBIG00045708;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 45708;Spotify;ID;4427;0.6354
2024-02;IDBIG00045709;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 45709;Spotify;ID;1306;3.4328
2024-03;IDBIG00045710;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 45710;Spotify;ID;2933;1.8008
2024-04;IDBIG00045711;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 45711;Spotify;ID;4904;3.3515
2024-05;IDBIG00045712;3690000000012;BigCsv Label 13;Artist 112;Album X;Track 45712;Spotify;ID;4081;2.7003
2024-06;IDBIG00045713;3690000000013;BigCsv Label 14;Artist 113;Album X;Track 45713;Spotify;ID;1541;4.0551
2024-07;IDBIG00045714;3690000000014;BigCsv Label 15;Artist 114;Album X;Track 45714;Spotify;ID;320;4.4304
2024-08;IDBIG00045715;3690000000015;BigCsv Label 16;Artist 115;Album X;Track 45715;Spotify;ID;1142;1.7400
2024-09;IDBIG00045716;3690000000016;BigCsv Label 17;Artist 116;Album X;Track 45716;Spotify;ID;4743;1.6055
2024-10;IDBIG00045717;3690000000017;BigCsv Label 18;Artist 117;Album X;Track 45717;Spotify;ID;1984;2.5109
2024-11;IDBIG00045718;3690000000018;BigCsv Label 19;Artist 118;Album X;Track 45718;Spotify;ID;4757;0.8784
2024-12;IDBIG00045719;3690000000019;BigCsv Label 20;Artist 119;Album X;Track 45719;Spotify;ID;1526;2.2146
2024-01;IDBIG00045720;3690000000020;BigCsv Label 21;Artist 120;Album X;Track 45720;Spotify;ID;2284;4.9669
2024-02;IDBIG00045721;3690000000021;BigCsv Label 22;Artist 121;Album X;Track 45721;Spotify;ID;862;4.2746
2024-03;IDBIG00045722;3690000000022;BigCsv Label 23;Artist 122;Album X;Track 45722;Spotify;ID;4514;1.8263
2024-04;IDBIG00045723;3690000000023;BigCsv Label 24;Artist 123;Album X;Track 45723;Spotify;ID;1184;3.4491
2024-05;IDBIG00045724;3690000000024;BigCsv Label 25;Artist 124;Album X;Track 45724;Spotify;ID;2402;0.9570
2024-06;IDBIG00045725;3690000000025;BigCsv Label 26;Artist 125;Album X;Track 45725;Spotify;ID;2899;0.5937
2024-07;IDBIG00045726;3690000000026;BigCsv Label 27;Artist 126;Album X;Track 45726;Spotify;ID;2832;4.2710
2024-08;IDBIG00045727;3690000000027;BigCsv Label 28;Artist 127;Album X;Track 45727;Spotify;ID;2709;1.7676
2024-09;IDBIG00045728;3690000000028;BigCsv Label 29;Artist 128;Album X;Track 45728;Spotify;ID;1559;2.4167
2024-10;IDBIG00045729;3690000000029;BigCsv Label 30;Artist 129;Album X;Track 45729;Spotify;ID;454;4.7199
2024-11;IDBIG00045730;3690000000030;BigCsv Label 31;Artist 130;Album X;Track 45730;Spotify;ID;3028;4.5310
2024-12;IDBIG00045731;3690000000031;BigCsv Label 32;Artist 131;Album X;Track 45731;Spotify;ID;712;4.1662
2024-01;IDBIG00045732;3690000000032;BigCsv Label 33;Artist 132;Album X;Track 45732;Spotify;ID;3117;3.6638
2024-02;IDBIG00045733;3690000000033;BigCsv Label 34;Artist 133;Album X;Track 45733;Spotify;ID;2639;1.4710
2024-03;IDBIG00045734;3690000000034;BigCsv Label 35;Artist 134;Album X;Track 45734;Spotify;ID;3833;2.8956
2024-04;IDBIG00045735;3690000000035;BigCsv Label 36;Artist 135;Album X;Track 45735;Spotify;ID;4284;4.9956
2024-05;IDBIG00045736;3690000000036;BigCsv Label 37;Artist 136;Album X;Track 45736;Spotify;ID;3268;2.8951
2024-06;IDBIG00045737;3690000000037;BigCsv Label 38;Artist 137;Album X;Track 45737;Spotify;ID;1776;4.4865
2024-07;IDBIG00045738;3690000000038;BigCsv Label 39;Artist 138;Album X;Track 45738;Spotify;ID;4616;0.7638
2024-08;IDBIG00045739;3690000000039;BigCsv Label 40;Artist 139;Album X;Track 45739;Spotify;ID;1614;4.9663
2024-09;IDBIG00045740;3690000000040;BigCsv Label 41;Artist 140;Album X;Track 45740;Spotify;ID;4911;0.2945
2024-10;IDBIG00045741;3690000000041;BigCsv Label 42;Artist 141;Album X;Track 45741;Spotify;ID;2477;2.2141
2024-11;IDBIG00045742;3690000000042;BigCsv Label 43;Artist 142;Album X;Track 45742;Spotify;ID;180;2.1914
2024-12;IDBIG00045743;3690000000043;BigCsv Label 44;Artist 143;Album X;Track 45743;Spotify;ID;1793;4.0588
2024-01;IDBIG00045744;3690000000044;BigCsv Label 45;Artist 144;Album X;Track 45744;Spotify;ID;4666;1.6949
2024-02;IDBIG00045745;3690000000045;BigCsv Label 46;Artist 145;Album X;Track 45745;Spotify;ID;4601;4.4195
2024-03;IDBIG00045746;3690000000046;BigCsv Label 47;Artist 146;Album X;Track 45746;Spotify;ID;2919;0.4624
2024-04;IDBIG00045747;3690000000047;BigCsv Label 48;Artist 147;Album X;Track 45747;Spotify;ID;608;4.8624
2024-05;IDBIG00045748;3690000000048;BigCsv Label 49;Artist 148;Album X;Track 45748;Spotify;ID;4636;1.6300
2024-06;IDBIG00045749;3690000000049;BigCsv Label 50;Artist 149;Album X;Track 45749;Spotify;ID;4922;0.0775
2024-07;IDBIG00045750;3690000000050;BigCsv Label 1;Artist 150;Album X;Track 45750;Spotify;ID;3581;4.1612
2024-08;IDBIG00045751;3690000000051;BigCsv Label 2;Artist 151;Album X;Track 45751;Spotify;ID;2185;4.0408
2024-09;IDBIG00045752;3690000000052;BigCsv Label 3;Artist 152;Album X;Track 45752;Spotify;ID;4372;0.4326
2024-10;IDBIG00045753;3690000000053;BigCsv Label 4;Artist 153;Album X;Track 45753;Spotify;ID;2829;4.6751
2024-11;IDBIG00045754;3690000000054;BigCsv Label 5;Artist 154;Album X;Track 45754;Spotify;ID;4738;0.4532
2024-12;IDBIG00045755;3690000000055;BigCsv Label 6;Artist 155;Album X;Track 45755;Spotify;ID;4271;3.9358
2024-01;IDBIG00045756;3690000000056;BigCsv Label 7;Artist 156;Album X;Track 45756;Spotify;ID;946;4.7867
2024-02;IDBIG00045757;3690000000057;BigCsv Label 8;Artist 157;Album X;Track 45757;Spotify;ID;198;1.3911
2024-03;IDBIG00045758;3690000000058;BigCsv Label 9;Artist 158;Album X;Track 45758;Spotify;ID;913;1.4339
2024-04;IDBIG00045759;3690000000059;BigCsv Label 10;Artist 159;Album X;Track 45759;Spotify;ID;2797;0.0787
2024-05;IDBIG00045760;3690000000060;BigCsv Label 11;Artist 160;Album X;Track 45760;Spotify;ID;3824;3.1519
2024-06;IDBIG00045761;3690000000061;BigCsv Label 12;Artist 161;Album X;Track 45761;Spotify;ID;4473;4.4064
2024-07;IDBIG00045762;3690000000062;BigCsv Label 13;Artist 162;Album X;Track 45762;Spotify;ID;724;2.9197
2024-08;IDBIG00045763;3690000000063;BigCsv Label 14;Artist 163;Album X;Track 45763;Spotify;ID;1099;3.2371
2024-09;IDBIG00045764;3690000000064;BigCsv Label 15;Artist 164;Album X;Track 45764;Spotify;ID;2430;1.4808
2024-10;IDBIG00045765;3690000000065;BigCsv Label 16;Artist 165;Album X;Track 45765;Spotify;ID;3370;0.3782
2024-11;IDBIG00045766;3690000000066;BigCsv Label 17;Artist 166;Album X;Track 45766;Spotify;ID;2198;1.5469
2024-12;IDBIG00045767;3690000000067;BigCsv Label 18;Artist 167;Album X;Track 45767;Spotify;ID;1648;3.2609
2024-01;IDBIG00045768;3690000000068;BigCsv Label 19;Artist 168;Album X;Track 45768;Spotify;ID;2626;4.7332
2024-02;IDBIG00045769;3690000000069;BigCsv Label 20;Artist 169;Album X;Track 45769;Spotify;ID;3970;4.6482
2024-03;IDBIG00045770;3690000000070;BigCsv Label 21;Artist 170;Album X;Track 45770;Spotify;ID;4240;3.5756
2024-04;IDBIG00045771;3690000000071;BigCsv Label 22;Artist 171;Album X;Track 45771;Spotify;ID;3582;0.8392
2024-05;IDBIG00045772;3690000000072;BigCsv Label 23;Artist 172;Album X;Track 45772;Spotify;ID;2790;3.0800
2024-06;IDBIG00045773;3690000000073;BigCsv Label 24;Artist 173;Album X;Track 45773;Spotify;ID;1254;1.8736
2024-07;IDBIG00045774;3690000000074;BigCsv Label 25;Artist 174;Album X;Track 45774;Spotify;ID;1774;0.4922
2024-08;IDBIG00045775;3690000000075;BigCsv Label 26;Artist 175;Album X;Track 45775;Spotify;ID;4380;2.7402
2024-09;IDBIG00045776;3690000000076;BigCsv Label 27;Artist 176;Album X;Track 45776;Spotify;ID;1684;4.2874
2024-10;IDBIG00045777;3690000000077;BigCsv Label 28;Artist 177;Album X;Track 45777;Spotify;ID;1121;3.4302
2024-11;IDBIG00045778;3690000000078;BigCsv Label 29;Artist 178;Album X;Track 45778;Spotify;ID;3602;4.7212
2024-12;IDBIG00045779;3690000000079;BigCsv Label 30;Artist 179;Album X;Track 45779;Spotify;ID;2575;4.6809
2024-01;IDBIG00045780;3690000000080;BigCsv Label 31;Artist 180;Album X;Track 45780;Spotify;ID;1671;3.8483
2024-02;IDBIG00045781;3690000000081;BigCsv Label 32;Artist 181;Album X;Track 45781;Spotify;ID;4446;1.7343
2024-03;IDBIG00045782;3690000000082;BigCsv Label 33;Artist 182;Album X;Track 45782;Spotify;ID;4182;3.7174
2024-04;IDBIG00045783;3690000000083;BigCsv Label 34;Artist 183;Album X;Track 45783;Spotify;ID;3315;1.6732
2024-05;IDBIG00045784;3690000000084;BigCsv Label 35;Artist 184;Album X;Track 45784;Spotify;ID;4388;2.5705
2024-06;IDBIG00045785;3690000000085;BigCsv Label 36;Artist 185;Album X;Track 45785;Spotify;ID;3663;0.2791
2024-07;IDBIG00045786;3690000000086;BigCsv Label 37;Artist 186;Album X;Track 45786;Spotify;ID;4546;3.9444
2024-08;IDBIG00045787;3690000000087;BigCsv Label 38;Artist 187;Album X;Track 45787;Spotify;ID;1169;3.4418
2024-09;IDBIG00045788;3690000000088;BigCsv Label 39;Artist 188;Album X;Track 45788;Spotify;ID;3849;1.1749
2024-10;IDBIG00045789;3690000000089;BigCsv Label 40;Artist 189;Album X;Track 45789;Spotify;ID;4763;4.5858
2024-11;IDBIG00045790;3690000000090;BigCsv Label 41;Artist 190;Album X;Track 45790;Spotify;ID;1365;2.7368
2024-12;IDBIG00045791;3690000000091;BigCsv Label 42;Artist 191;Album X;Track 45791;Spotify;ID;2719;4.3620
2024-01;IDBIG00045792;3690000000092;BigCsv Label 43;Artist 192;Album X;Track 45792;Spotify;ID;481;3.7230
2024-02;IDBIG00045793;3690000000093;BigCsv Label 44;Artist 193;Album X;Track 45793;Spotify;ID;3853;2.0555
2024-03;IDBIG00045794;3690000000094;BigCsv Label 45;Artist 194;Album X;Track 45794;Spotify;ID;1854;2.6390
2024-04;IDBIG00045795;3690000000095;BigCsv Label 46;Artist 195;Album X;Track 45795;Spotify;ID;2739;3.3196
2024-05;IDBIG00045796;3690000000096;BigCsv Label 47;Artist 196;Album X;Track 45796;Spotify;ID;1687;1.9970
2024-06;IDBIG00045797;3690000000097;BigCsv Label 48;Artist 197;Album X;Track 45797;Spotify;ID;3070;3.5332
2024-07;IDBIG00045798;3690000000098;BigCsv Label 49;Artist 198;Album X;Track 45798;Spotify;ID;3244;2.6541
2024-08;IDBIG00045799;3690000000099;BigCsv Label 50;Artist 199;Album X;Track 45799;Spotify;ID;4113;2.2673
2024-09;IDBIG00045800;3690000000000;BigCsv Label 1;Artist 0;Album X;Track 45800;Spotify;ID;772;4.1163
2024-10;IDBIG00045801;3690000000001;BigCsv Label 2;Artist 1;Album X;Track 45801;Spotify;ID;3718;4.3773
2024-11;IDBIG00045802;3690000000002;BigCsv Label 3;Artist 2;Album X;Track 45802;Spotify;ID;3853;4.1947
2024-12;IDBIG00045803;3690000000003;BigCsv Label 4;Artist 3;Album X;Track 45803;Spotify;ID;3330;2.8189
2024-01;IDBIG00045804;3690000000004;BigCsv Label 5;Artist 4;Album X;Track 45804;Spotify;ID;1181;1.2480
2024-02;IDBIG00045805;3690000000005;BigCsv Label 6;Artist 5;Album X;Track 45805;Spotify;ID;4435;4.9807
2024-03;IDBIG00045806;3690000000006;BigCsv Label 7;Artist 6;Album X;Track 45806;Spotify;ID;2140;0.1632
2024-04;IDBIG00045807;3690000000007;BigCsv Label 8;Artist 7;Album X;Track 45807;Spotify;ID;3404;2.9340
2024-05;IDBIG00045808;3690000000008;BigCsv Label 9;Artist 8;Album X;Track 45808;Spotify;ID;1348;3.1106
2024-06;IDBIG00045809;3690000000009;BigCsv Label 10;Artist 9;Album X;Track 45809;Spotify;ID;1135;1.2603
2024-07;IDBIG00045810;3690000000010;BigCsv Label 11;Artist 10;Album X;Track 45810;Spotify;ID;3157;3.7362
2024-08;IDBIG00045811;3690000000011;BigCsv Label 12;Artist 11;Album X;Track 45811;Spotify;ID;1964;1.6993
2024-09;IDBIG00045812;3690000000012;BigCsv Label 13;Artist 12;Album X;Track 45812;Spotify;ID;4618;0.0956
2024-10;IDBIG00045813;3690000000013;BigCsv Label 14;Artist 13;Album X;Track 45813;Spotify;ID;2861;4.4678
2024-11;IDBIG00045814;3690000000014;BigCsv Label 15;Artist 14;Album X;Track 45814;Spotify;ID;4238;3.7059
2024-12;IDBIG00045815;3690000000015;BigCsv Label 16;Artist 15;Album X;Track 45815;Spotify;ID;2163;2.7342
2024-01;IDBIG00045816;3690000000016;BigCsv Label 17;Artist 16;Album X;Track 45816;Spotify;ID;2340;3.2398
2024-02;IDBIG00045817;3690000000017;BigCsv Label 18;Artist 17;Album X;Track 45817;Spotify;ID;3992;4.5608
2024-03;IDBIG00045818;3690000000018;BigCsv Label 19;Artist 18;Album X;Track 45818;Spotify;ID;2315;0.3987
2024-04;IDBIG00045819;3690000000019;BigCsv Label 20;Artist 19;Album X;Track 45819;Spotify;ID;2635;4.9745
2024-05;IDBIG00045820;3690000000020;BigCsv Label 21;Artist 20;Album X;Track 45820;Spotify;ID;369;0.2169
2024-06;IDBIG00045821;3690000000021;BigCsv Label 22;Artist 21;Album X;Track 45821;Spotify;ID;4853;1.7739
2024-07;IDBIG00045822;3690000000022;BigCsv Label 23;Artist 22;Album X;Track 45822;Spotify;ID;1495;4.6412
2024-08;IDBIG00045823;3690000000023;BigCsv Label 24;Artist 23;Album X;Track 45823;Spotify;ID;692;3.9312
2024-09;IDBIG00045824;3690000000024;BigCsv Label 25;Artist 24;Album X;Track 45824;Spotify;ID;4541;4.0046
2024-10;IDBIG00045825;3690000000025;BigCsv Label 26;Artist 25;Album X;Track 45825;Spotify;ID;2184;1.8068
2024-11;IDBIG00045826;3690000000026;BigCsv Label 27;Artist 26;Album X;Track 45826;Spotify;ID;4733;0.0353
2024-12;IDBIG00045827;3690000000027;BigCsv Label 28;Artist 27;Album X;Track 45827;Spotify;ID;352;1.4719
2024-01;IDBIG00045828;3690000000028;BigCsv Label 29;Artist 28;Album X;Track 45828;Spotify;ID;4358;0.0517
2024-02;IDBIG00045829;3690000000029;BigCsv Label 30;Artist 29;Album X;Track 45829;Spotify;ID;3619;4.4916
2024-03;IDBIG00045830;3690000000030;BigCsv Label 31;Artist 30;Album X;Track 45830;Spotify;ID;3517;4.4324
2024-04;IDBIG00045831;3690000000031;BigCsv Label 32;Artist 31;Album X;Track 45831;Spotify;ID;2298;4.4754
2024-05;IDBIG00045832;3690000000032;BigCsv Label 33;Artist 32;Album X;Track 45832;Spotify;ID;4067;0.4424
2024-06;IDBIG00045833;3690000000033;BigCsv Label 34;Artist 33;Album X;Track 45833;Spotify;ID;1513;0.9688
2024-07;IDBIG00045834;3690000000034;BigCsv Label 35;Artist 34;Album X;Track 45834;Spotify;ID;3623;0.3518
2024-08;IDBIG00045835;3690000000035;BigCsv Label 36;Artist 35;Album X;Track 45835;Spotify;ID;1125;2.3730
2024-09;IDBIG00045836;3690000000036;BigCsv Label 37;Artist 36;Album X;Track 45836;Spotify;ID;1889;3.1890
2024-10;IDBIG00045837;3690000000037;BigCsv Label 38;Artist 37;Album X;Track 45837;Spotify;ID;3386;1.2968
2024-11;IDBIG00045838;3690000000038;BigCsv Label 39;Artist 38;Album X;Track 45838;Spotify;ID;710;3.2707
2024-12;IDBIG00045839;3690000000039;BigCsv Label 40;Artist 39;Album X;Track 45839;Spotify;ID;2093;4.7444
2024-01;IDBIG00045840;3690000000040;BigCsv Label 41;Artist 40;Album X;Track 45840;Spotify;ID;2290;3.8419
2024-02;IDBIG00045841;3690000000041;BigCsv Label 42;Artist 41;Album X;Track 45841;Spotify;ID;4036;3.5687
2024-03;IDBIG00045842;3690000000042;BigCsv Label 43;Artist 42;Album X;Track 45842;Spotify;ID;3337;2.4386
2024-04;IDBIG00045843;3690000000043;BigCsv Label 44;Artist 43;Album X;Track 45843;Spotify;ID;1334;4.8715
2024-05;IDBIG00045844;3690000000044;BigCsv Label 45;Artist 44;Album X;Track 45844;Spotify;ID;2216;4.6285
2024-06;IDBIG00045845;3690000000045;BigCsv Label 46;Artist 45;Album X;Track 45845;Spotify;ID;262;1.1962
2024-07;IDBIG00045846;3690000000046;BigCsv Label 47;Artist 46;Album X;Track 45846;Spotify;ID;201;1.6114
2024-08;IDBIG00045847;3690000000047;BigCsv Label 48;Artist 47;Album X;Track 45847;Spotify;ID;4840;0.8483
2024-09;IDBIG00045848;3690000000048;BigCsv Label 49;Artist 48;Album X;Track 45848;Spotify;ID;3247;3.5753
2024-10;IDBIG00045849;3690000000049;BigCsv Label 50;Artist 49;Album X;Track 45849;Spotify;ID;3184;1.4502
2024-11;IDBIG00045850;3690000000050;BigCsv Label 1;Artist 50;Album X;Track 45850;Spotify;ID;2781;1.7922
2024-12;IDBIG00045851;3690000000051;BigCsv Label 2;Artist 51;Album X;Track 45851;Spotify;ID;4292;4.9260
2024-01;IDBIG00045852;3690000000052;BigCsv Label 3;Artist 52;Album X;Track 45852;Spotify;ID;4029;3.8649
2024-02;IDBIG00045853;3690000000053;BigCsv Label 4;Artist 53;Album X;Track 45853;Spotify;ID;2332;0.5399
2024-03;IDBIG00045854;3690000000054;BigCsv Label 5;Artist 54;Album X;Track 45854;Spotify;ID;4666;4.4336
2024-04;IDBIG00045855;3690000000055;BigCsv Label 6;Artist 55;Album X;Track 45855;Spotify;ID;1498;2.2864
2024-05;IDBIG00045856;3690000000056;BigCsv Label 7;Artist 56;Album X;Track 45856;Spotify;ID;3511;0.2952
2024-06;IDBIG00045857;3690000000057;BigCsv Label 8;Artist 57;Album X;Track 45857;Spotify;ID;4875;1.2337
2024-07;IDBIG00045858;3690000000058;BigCsv Label 9;Artist 58;Album X;Track 45858;Spotify;ID;2335;0.7310
2024-08;IDBIG00045859;3690000000059;BigCsv Label 10;Artist 59;Album X;Track 45859;Spotify;ID;2297;4.3426
2024-09;IDBIG00045860;3690000000060;BigCsv Label 11;Artist 60;Album X;Track 45860;Spotify;ID;3228;2.9481
2024-10;IDBIG00045861;3690000000061;BigCsv Label 12;Artist 61;Album X;Track 45861;Spotify;ID;360;0.9399
2024-11;IDBIG00045862;3690000000062;BigCsv Label 13;Artist 62;Album X;Track 45862;Spotify;ID;3307;3.3916
2024-12;IDBIG00045863;3690000000063;BigCsv Label 14;Artist 63;Album X;Track 45863;Spotify;ID;515;0.8240
2024-01;IDBIG00045864;3690000000064;BigCsv Label 15;Artist 64;Album X;Track 45864;Spotify;ID;3228;3.7893
2024-02;IDBIG00045865;3690000000065;BigCsv Label 16;Artist 65;Album X;Track 45865;Spotify;ID;4399;4.8567
2024-03;IDBIG00045866;3690000000066;BigCsv Label 17;Artist 66;Album X;Track 45866;Spotify;ID;2573;0.4327
2024-04;IDBIG00045867;3690000000067;BigCsv Label 18;Artist 67;Album X;Track 45867;Spotify;ID;2835;3.1887
2024-05;IDBIG00045868;3690000000068;BigCsv Label 19;Artist 68;Album X;Track 45868;Spotify;ID;1960;3.1713
2024-06;IDBIG00045869;3690000000069;BigCsv Label 20;Artist 69;Album X;Track 45869;Spotify;ID;1624;0.5003
2024-07;IDBIG00045870;3690000000070;BigCsv Label 21;Artist 70;Album X;Track 45870;Spotify;ID;1877;3.2684
2024-08;IDBIG00045871;3690000000071;BigCsv Label 22;Artist 71;Album X;Track 45871;Spotify;ID;966;0.0510
2024-09;IDBIG00045872;3690000000072;BigCsv Label 23;Artist 72;Album X;Track 45872;Spotify;ID;685;1.3662
2024-10;IDBIG00045873;3690000000073;BigCsv Label 24;Artist 73;Album X;Track 45873;Spotify;ID;4448;4.2114
2024-11;IDBIG00045874;3690000000074;BigCsv Label 25;Artist 74;Album X;Track 45874;Spotify;ID;976;1.8120
2024-12;IDBIG00045875;3690000000075;BigCsv Label 26;Artist 75;Album X;Track 45875;Spotify;ID;2243;2.3556
2024-01;IDBIG00045876;3690000000076;BigCsv Label 27;Artist 76;Album X;Track 45876;Spotify;ID;164;1.3608
2024-02;IDBIG00045877;3690000000077;BigCsv Label 28;Artist 77;Album X;Track 45877;Spotify;ID;3868;4.3378
2024-03;IDBIG00045878;3690000000078;BigCsv Label 29;Artist 78;Album X;Track 45878;Spotify;ID;3659;3.3603
2024-04;IDBIG00045879;3690000000079;BigCsv Label 30;Artist 79;Album X;Track 45879;Spotify;ID;925;1.8045
2024-05;IDBIG00045880;3690000000080;BigCsv Label 31;Artist 80;Album X;Track 45880;Spotify;ID;124;3.8704
2024-06;IDBIG00045881;3690000000081;BigCsv Label 32;Artist 81;Album X;Track 45881;Spotify;ID;588;4.2170
2024-07;IDBIG00045882;3690000000082;BigCsv Label 33;Artist 82;Album X;Track 45882;Spotify;ID;1585;1.0019
2024-08;IDBIG00045883;3690000000083;BigCsv Label 34;Artist 83;Album X;Track 45883;Spotify;ID;3184;4.3905
2024-09;IDBIG00045884;3690000000084;BigCsv Label 35;Artist 84;Album X;Track 45884;Spotify;ID;1300;0.4944
2024-10;IDBIG00045885;3690000000085;BigCsv Label 36;Artist 85;Album X;Track 45885;Spotify;ID;2901;4.0966
2024-11;IDBIG00045886;3690000000086;BigCsv Label 37;Artist 86;Album X;Track 45886;Spotify;ID;3575;0.3842
2024-12;IDBIG00045887;3690000000087;BigCsv Label 38;Artist 87;Album X;Track 45887;Spotify;ID;4118;3.3658
2024-01;IDBIG00045888;3690000000088;BigCsv Label 39;Artist 88;Album X;Track 45888;Spotify;ID;4845;3.7931
2024-02;IDBIG00045889;3690000000089;BigCsv Label 40;Artist 89;Album X;Track 45889;Spotify;ID;3479;1.2135
2024-03;IDBIG00045890;3690000000090;BigCsv Label 41;Artist 90;Album X;Track 45890;Spotify;ID;3794;3.1618
2024-04;IDBIG00045891;3690000000091;BigCsv Label 42;Artist 91;Album X;Track 45891;Spotify;ID;3673;4.7257
2024-05;IDBIG00045892;3690000000092;BigCsv Label 43;Artist 92;Album X;Track 45892;Spotify;ID;2317;4.4748
2024-06;IDBIG00045893;3690000000093;BigCsv Label 44;Artist 93;Album X;Track 45893;Spotify;ID;494;1.5310
2024-07;IDBIG00045894;3690000000094;BigCsv Label 45;Artist 94;Album X;Track 45894;Spotify;ID;890;0.4573
2024-08;IDBIG00045895;3690000000095;BigCsv Label 46;Artist 95;Album X;Track 45895;Spotify;ID;188;0.4332
2024-09;IDBIG00045896;3690000000096;BigCsv Label 47;Artist 96;Album X;Track 45896;Spotify;ID;740;3.0402
2024-10;IDBIG00045897;3690000000097;BigCsv Label 48;Artist 97;Album X;Track 45897;Spotify;ID;1579;0.2066
2024-11;IDBIG00045898;3690000000098;BigCsv Label 49;Artist 98;Album X;Track 45898;Spotify;ID;1630;4.0485
2024-12;IDBIG00045899;3690000000099;BigCsv Label 50;Artist 99;Album X;Track 45899;Spotify;ID;3231;0.1243
2024-01;IDBIG00045900;3690000000000;BigCsv Label 1;Artist 100;Album X;Track 45900;Spotify;ID;2759;4.2121
2024-02;IDBIG00045901;3690000000001;BigCsv Label 2;Artist 101;Album X;Track 45901;Spotify;ID;1453;1.7498
2024-03;IDBIG00045902;3690000000002;BigCsv Label 3;Artist 102;Album X;Track 45902;Spotify;ID;3816;1.9364
2024-04;IDBIG00045903;3690000000003;BigCsv Label 4;Artist 103;Album X;Track 45903;Spotify;ID;2906;4.7670
2024-05;IDBIG00045904;3690000000004;BigCsv Label 5;Artist 104;Album X;Track 45904;Spotify;ID;2833;0.2684
2024-06;IDBIG00045905;3690000000005;BigCsv Label 6;Artist 105;Album X;Track 45905;Spotify;ID;2452;3.8541
2024-07;IDBIG00045906;3690000000006;BigCsv Label 7;Artist 106;Album X;Track 45906;Spotify;ID;4117;4.4310
2024-08;IDBIG00045907;3690000000007;BigCsv Label 8;Artist 107;Album X;Track 45907;Spotify;ID;2667;1.4654
2024-09;IDBIG00045908;3690000000008;BigCsv Label 9;Artist 108;Album X;Track 45908;Spotify;ID;4994;4.8288
2024-10;IDBIG00045909;3690000000009;BigCsv Label 10;Artist 109;Album X;Track 45909;Spotify;ID;1764;4.0769
2024-11;IDBIG00045910;3690000000010;BigCsv Label 11;Artist 110;Album X;Track 45910;Spotify;ID;4337;3.9794
2024-12;IDBIG00045911;3690000000011;BigCsv Label 12;Artist 111;Album X;Track 45911;Spotify;ID;1925;3.6415
